"hash","caminho","objetivo","disciplina","tipo"
"07d406dd7bc83948ab107c5bfa82fc6de7d267bc9a155d4d7186703bc292178f","src/data/apostilas/atualidades.js","OAB","Ética Profissional","duplicata normalizada"
"ecbef9ad8b7c08b124ec88ed3c4faace75977de960aa27e184dc6c78a6a7ff4c","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"ecbef9ad8b7c08b124ec88ed3c4faace75977de960aa27e184dc6c78a6a7ff4c","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"8642b1dc65cdbca30be1f2c04a9afab0d27ba46728e43fbfbc5a6282b58ddc32","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"8642b1dc65cdbca30be1f2c04a9afab0d27ba46728e43fbfbc5a6282b58ddc32","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"58f9940ac05760899fe5cd1cd39711b646a923a415a96cdb9a6237b67111b0fc","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"58f9940ac05760899fe5cd1cd39711b646a923a415a96cdb9a6237b67111b0fc","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"7e16a3c83084d2aca11bf54e59ace83bf85daa484bc8510d3e46232b1c17006a","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"7e16a3c83084d2aca11bf54e59ace83bf85daa484bc8510d3e46232b1c17006a","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"05c6ed1d654fce111f3d4b8c811ecdb9630d38decf5a90a0d2341d5b3797da0e","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"05c6ed1d654fce111f3d4b8c811ecdb9630d38decf5a90a0d2341d5b3797da0e","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"f68523f78e0b88743351711a54946b3a3dc0384bd4c75af64f36ea7d67f73acc","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"f68523f78e0b88743351711a54946b3a3dc0384bd4c75af64f36ea7d67f73acc","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"ddd9f8440fe14bbe2d86a1e1e9db156d77650e71078d0acc53551ec5954217ef","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"ddd9f8440fe14bbe2d86a1e1e9db156d77650e71078d0acc53551ec5954217ef","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"61eb07c30a18787ed664cd750c53e6e3434325add403996d07ebb6edba8713ab","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"61eb07c30a18787ed664cd750c53e6e3434325add403996d07ebb6edba8713ab","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"35bd273e6fd98db8bd052d35eed73ca9371e553398d46fab15c3ff494ed2f0bc","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"35bd273e6fd98db8bd052d35eed73ca9371e553398d46fab15c3ff494ed2f0bc","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"5e9a6c39e2f2748337508fb1f0129103ca48d9f31b3b6c7667540919235e9558","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"5e9a6c39e2f2748337508fb1f0129103ca48d9f31b3b6c7667540919235e9558","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"983b2da2571a4d60d638aebe743f3b4957b40068f32b1e8af41615dbac77719b","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"983b2da2571a4d60d638aebe743f3b4957b40068f32b1e8af41615dbac77719b","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"e906888ec6d91f8be3feaf4b81260f1a46a26af968f6f7c92bccb8dfd422f2ab","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"e906888ec6d91f8be3feaf4b81260f1a46a26af968f6f7c92bccb8dfd422f2ab","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"6e444f2fa6a18bdb88bdcf9b975bf3b704c04d034f0bbbbebca99c7258a6a7ae","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"6e444f2fa6a18bdb88bdcf9b975bf3b704c04d034f0bbbbebca99c7258a6a7ae","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"f9dec94c27edd732c8099db4c67ea501ffcd55acd2e9a69d65890bbb8200d7d0","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"f9dec94c27edd732c8099db4c67ea501ffcd55acd2e9a69d65890bbb8200d7d0","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"a26dec1fbeaa0abcc998589e8706eef2f56de38825bdd5f37c4035be96640e47","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"a26dec1fbeaa0abcc998589e8706eef2f56de38825bdd5f37c4035be96640e47","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"e1443c6b2fdbd80caf3890b11cb96892bf478c2fe12ff5aefbbb418f8551078f","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"e1443c6b2fdbd80caf3890b11cb96892bf478c2fe12ff5aefbbb418f8551078f","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"2339ac1dec2a63888ceed06ee80b23470e848825f9dba7e7e3d0d2c297f23634","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"2339ac1dec2a63888ceed06ee80b23470e848825f9dba7e7e3d0d2c297f23634","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"117708f46d7c307b352742869acb641638ee6625ce52246c7d39234a3dd3ec39","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"117708f46d7c307b352742869acb641638ee6625ce52246c7d39234a3dd3ec39","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"98855345fee70ae7aec6ed6298e5c46a3e496e8de711006e8e6968577de79b3e","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"98855345fee70ae7aec6ed6298e5c46a3e496e8de711006e8e6968577de79b3e","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"d651af00344a094241b89b04a9440afc3089f838b29922ff1b5ea040430788d1","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"d651af00344a094241b89b04a9440afc3089f838b29922ff1b5ea040430788d1","src/data/apostilas/banco-repertorios-redacao.js","OAB","Direito Constitucional","duplicata normalizada"
"cfa3c746685375257b2f0045a507e7f7484d623e70f806277ac611ce02014ce4","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"cfa3c746685375257b2f0045a507e7f7484d623e70f806277ac611ce02014ce4","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"b51d636ed72c9fa7c693280823b754db9552210a0bb563538424b4af6c40689f","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"b51d636ed72c9fa7c693280823b754db9552210a0bb563538424b4af6c40689f","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"9f225425f558b71b8ad913ea73a9778b13b9023567749c3f3636717c9647a9e5","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"9f225425f558b71b8ad913ea73a9778b13b9023567749c3f3636717c9647a9e5","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"87bfe6752ba6eeab2816c10b24902e709f2f69edb2ed72b2a593af1ee1949c21","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"87bfe6752ba6eeab2816c10b24902e709f2f69edb2ed72b2a593af1ee1949c21","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"e69611e50e41a837417b56c8dee4938130cddc58e6b416bc0509696fb2e7a2be","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"e69611e50e41a837417b56c8dee4938130cddc58e6b416bc0509696fb2e7a2be","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"20241106964b06290f17aa9dc3521511a49037f9ed97b7e5ec252adeb88dfd30","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"20241106964b06290f17aa9dc3521511a49037f9ed97b7e5ec252adeb88dfd30","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"85f4eff24edc7b2aae8fc5e5d387a35f17d6dd146bc813f5c1ba6b0e445f648f","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"85f4eff24edc7b2aae8fc5e5d387a35f17d6dd146bc813f5c1ba6b0e445f648f","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"76ac43bb08867812f13b320ea11ad1bfe7cf2100802e90e8cdceb24626fbb96d","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"76ac43bb08867812f13b320ea11ad1bfe7cf2100802e90e8cdceb24626fbb96d","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"870009eb770121bf5207e26b17a0f0afb212069db783b8a877a02ecce4f67d2a","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"870009eb770121bf5207e26b17a0f0afb212069db783b8a877a02ecce4f67d2a","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"6b457094da1a2af4fb10112c24ed77e2f9481781fa825867d9a041dd5b723c65","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"6b457094da1a2af4fb10112c24ed77e2f9481781fa825867d9a041dd5b723c65","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/banco-temas-redacao-policial.js","OAB","Direito Penal","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/caderno-erros-inteligente.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/caderno-erros-inteligente.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/comentarios-questoes-ia.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/comentarios-questoes-ia.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/contabilidade-publica-basica.js","Tribunais","Direito Administrativo","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/contabilidade-publica-basica.js","Tribunais","Direito Administrativo","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/criminologia-simulados-comentados.js","Polícia Militar","Direito Penal","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/criminologia-simulados-comentados.js","Polícia Militar","Direito Penal","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/direito-processual-civil-avancado.js","OAB","Direito Constitucional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/direito-processual-civil-avancado.js","OAB","Direito Constitucional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/direito-processual-trabalho-avancado.js","OAB","Direito Constitucional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/direito-processual-trabalho-avancado.js","OAB","Direito Constitucional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/direito-tributario-avancado.js","OAB","Direito Constitucional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/direito-tributario-avancado.js","OAB","Direito Constitucional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/flashcards-premium-disciplina.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/flashcards-premium-disciplina.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/flashcards-premium-disciplina.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/flashcards-premium-disciplina.js","OAB","Ética Profissional","duplicata normalizada"
"cbe5cfdf7c2118a9c3d78ef1d684f3afa089201352886449a06a6511cfef74a7","src/data/apostilas/matematica-enem.js","ENEM","Raciocínio Lógico-Matemático","duplicata normalizada"
