"caminho","nome do arquivo","extensão","tamanho","hash","origem","formato","tipo","subtipo","objetivo","concurso","cargo","banca","ano","disciplina","assunto","subassunto","título","descrição","capítulos","questões","flashcards","mapas","simulados","leis citadas","data/versão","situação","confiança","evidência","componentes","rota","tabelas","conectado","órfão","duplicado","mock","precisa atualização","revisão humana","ação"
"src/components/animata/container/AnnouncementRibbon.jsx","AnnouncementRibbon.jsx",".jsx","1588","ee38551ff22d24d62f35169a92e64eab99e37468be761ce12a482e1026e6636a","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Mapas mentais","AnnouncementRibbon","não identificado","AnnouncementRibbon","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por components/animata/container/announcement-ribbon.jsx","components/animata/container/announcement-ribbon.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/animata/container/Marquee.jsx","Marquee.jsx",".jsx","775","72e80eea1029d9788eb4015b672a6600027e8ed9218d8d4eddfaa2b8465526aa","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Marquee","não identificado","Marquee","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/animata/container/AnnouncementRibbon.jsx, src/index.css, components/animata/container/announcement-ribbon.jsx","src/components/animata/container/AnnouncementRibbon.jsx; components/animata/container/announcement-ribbon.jsx; components/animata/container/marquee.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/animata/text/AnimatedGradientText.jsx","AnimatedGradientText.jsx",".jsx","208","6707d8013142cc8534f6cb21e4cb32c870a0c3483d67e09aadfc48e430d6a45f","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","AnimatedGradientText","não identificado","AnimatedGradientText","","0","0","0","0","0","","não identificada","requer revisão humana","baixa","sem metadados suficientes; sem evidência","","não identificada","","false","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/animata/text/Counter.jsx","Counter.jsx",".jsx","1538","cff514744208dbe31ad28ab9997a8ea5cb5b0e20c9eec7fba64c319bedc06e05","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Counter","não identificado","Counter","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/landing/Stats.jsx","src/components/landing/Stats.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/AppUI.jsx","AppUI.jsx",".jsx","13294","c4c671c8d87eb396a41f0ac11e70c0461409171211eca35d7cab1dd7da3a6333","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","AppUI","não identificado","AppUI","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/HtmlFrameViewer.jsx, src/components/index.js, src/components/PdfFrameViewer.jsx","src/components/HtmlFrameViewer.jsx; src/components/index.js; src/components/PdfFrameViewer.jsx; src/components/TourButton.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/AprovaLoading.jsx","AprovaLoading.jsx",".jsx","2768","51e48754a92a57753932bc1d2c97c1384b58b7ddaeb98678b1a9423af93f2797","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","AprovaLoading","não identificado","AprovaLoading","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/index.js","src/components/index.js","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/auth/AuthLayout.jsx","AuthLayout.jsx",".jsx","1602","88ace1ba808d484da3d592d6a56e5a6a877b6777b716c5d2e913f6c7819c59a4","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","AuthLayout","não identificado","AuthLayout","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/AuthLayout.jsx, src/pages/ForgotPassword.jsx, src/pages/Login.jsx","src/components/AuthLayout.jsx; src/pages/ForgotPassword.jsx; src/pages/Login.jsx; src/pages/Register.jsx; src/pages/ResetPassword.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/auth/ForgotPasswordForm.jsx","ForgotPasswordForm.jsx",".jsx","3510","c11d3b803b46f8da2893b5d506fd5294f2ecbaa7650499ddcb2799903efad7f6","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Informática","ForgotPasswordForm","não identificado","ForgotPasswordForm","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","alta","sem metadados suficientes; metadados/título/nome; referenciado por src/pages/ForgotPassword.jsx","src/pages/ForgotPassword.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/auth/LoginForm.jsx","LoginForm.jsx",".jsx","4387","db3c0eab066437f6c72fe88c9ec589dbe17e9f7449ff562dbd0ab5b48d6c8597","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Informática","LoginForm","não identificado","LoginForm","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/pages/Login.jsx","src/pages/Login.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/auth/RegisterForm.jsx","RegisterForm.jsx",".jsx","6503","0d87fa306095550818065b97c44650b75afd2ddd7a8271b347409bcce801e879","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Informática","RegisterForm","não identificado","RegisterForm","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/pages/Register.jsx","src/pages/Register.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/AuthLayout.jsx","AuthLayout.jsx",".jsx","3606","b16bf66af65f3ed784aba69975cfc13fda0346cf40ba34a9a834041eb95b4b64","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","AuthLayout","não identificado","AuthLayout","","0","0","0","0","1","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/auth/AuthLayout.jsx, src/pages/ForgotPassword.jsx, src/pages/Login.jsx","src/components/auth/AuthLayout.jsx; src/pages/ForgotPassword.jsx; src/pages/Login.jsx; src/pages/Register.jsx; src/pages/ResetPassword.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/BrandLogo.jsx","BrandLogo.jsx",".jsx","1242","6823f9de5a40a5c34d14935d7ad2c3a8d8e4f01d1941cf307ad646365a99387f","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Informática","BrandLogo","não identificado","BrandLogo","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/components/AprovaLoading.jsx, src/components/auth/AuthLayout.jsx, src/components/AuthLayout.jsx","src/components/AprovaLoading.jsx; src/components/auth/AuthLayout.jsx; src/components/AuthLayout.jsx; src/components/Footer.jsx; src/components/landing/AiPreview.jsx; src/components/landing/Footer.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/DashboardPreview.jsx","DashboardPreview.jsx",".jsx","3957","6cad408dfb0b8d1d6c427c630889b8b75702d66293a1a1f4538c2ee0cc5e0b43","src","JSX","preview","preview/relatório de importação","não identificado","não identificado","não identificado","não identificada","","Direito Constitucional","DashboardPreview","não identificado","DashboardPreview","","0","0","0","0","2","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/components/landing/DashboardPreview.jsx","src/components/landing/DashboardPreview.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/FAQ.jsx","FAQ.jsx",".jsx","2425","d1f8f27ba26c136b212fa2749ec4fe192afaa290084f6fc4f88e1b01b6356e89","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","FAQ","não identificado","FAQ","","0","0","0","0","3","","não identificada","requer revisão humana","baixa","sem metadados suficientes; sem evidência","","não identificada","","false","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/Features.jsx","Features.jsx",".jsx","4380","1c504201a08467c89de23ba05ff92a88f66f8449e24030a81f699a126d5c2831","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Edital convertido em rota","não identificado","Edital convertido em rota","","0","0","0","0","5","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/landing/FeaturesGrid.jsx","src/components/landing/FeaturesGrid.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/Footer.jsx","Footer.jsx",".jsx","1950","a6ea81c5a47d4e96a6bb3e711a9045eae1d1548fd614d1c5418f3ca72f62838a","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","2026","não identificado","Footer","não identificado","Footer","","0","0","0","0","1","","2026","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/landing/Footer.jsx, src/components/SplashScreen/SplashScreen.css, src/components/ui/card.jsx","src/components/landing/Footer.jsx; src/components/SplashScreen/SplashScreen.css; src/components/ui/card.jsx; src/components/ui/dialog.jsx; src/pages/Home.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/Hero.jsx","Hero.jsx",".jsx","5326","5a65371d0cb46527424ae2217becefcfb908a5d434809f361dc10704eb940f67","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Revisão","Hero","não identificado","Hero","","0","0","0","0","2","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/components/landing/Hero.jsx, src/components/landing/HeroVideoSection.jsx, src/index.css","src/components/landing/Hero.jsx; src/components/landing/HeroVideoSection.jsx; src/pages/Home.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/HowItWorks.jsx","HowItWorks.jsx",".jsx","2253","415f73f0e290ddac8140b6b5516d8f555fe6bcb3f683199cb7e9089b4a50e01b","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Escolha seu concurso","não identificado","Escolha seu concurso","","0","0","0","0","1","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/landing/HowItWorks.jsx","src/components/landing/HowItWorks.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/HtmlFrameViewer.jsx","HtmlFrameViewer.jsx",".jsx","3152","09f7c42e59630e0fe06b472826dc2e3c8d43eb85b9b943907733ceb465b81d0b","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","HtmlFrameViewer","não identificado","HtmlFrameViewer","","0","0","0","0","0","codigo-","não identificada","conectado à plataforma; desatualizado; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/index.js, src/pages/MapasMentais/index.jsx","src/components/index.js; src/pages/MapasMentais/index.jsx","não identificada","","true","false","false","false","true","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/index.js","index.js",".js","415","ab2055301e1729210e43f25009fa3206b41efdac53c7266eb1a0b988192cde28","src","JS","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","index","não identificado","index","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/ai/AIChat.jsx, src/App.css, src/charts/AppCharts.jsx","src/components/animata/container/Marquee.jsx; src/components/AprovaLoading.jsx; src/components/FAQ.jsx; src/components/HowItWorks.jsx; src/components/landing/Carousel3DSection.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/Iridescence.css","Iridescence.css",".css","142","2d9f1505e948ca32e727d86b1cbd39eeeb0063e1d831fb14f1f023775f25e27c","src","CSS","conteúdo não identificado","não identificado","não identificado","não identificado","não identificado","não identificada","","não identificado","Iridescence","não identificado","Iridescence","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/Iridescence.jsx","src/components/Iridescence.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/Iridescence.jsx","Iridescence.jsx",".jsx","3787","53127afc9096119addee48c87b9964eda4d8e5437c53cf78d9078f08c883b485","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Iridescence","não identificado","Iridescence","","0","0","0","0","0","","não identificada","requer revisão humana","baixa","sem metadados suficientes; sem evidência","","não identificada","","false","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/kibo-ui/avatar-stack/index.jsx","index.jsx",".jsx","773","d437232e3b2e62a4d308373e4f83511ca569a08918edd4f5b28262444d9a9380","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","index","não identificado","index","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/ai/AIChat.jsx, src/App.css, src/charts/AppCharts.jsx","src/components/animata/container/Marquee.jsx; src/components/AprovaLoading.jsx; src/components/FAQ.jsx; src/components/HowItWorks.jsx; src/components/landing/Carousel3DSection.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/AiPreview.jsx","AiPreview.jsx",".jsx","3797","bcd9c99f75402f1f6b18decd091141cdf2caea5cca006a91cef243d94cfb2467","src","JSX","preview","preview/relatório de importação","não identificado","não identificado","não identificado","não identificada","","Direito Constitucional","AiPreview","não identificado","AiPreview","","0","0","0","0","5","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/pages/Home.jsx","src/pages/Home.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/Carousel3DSection.jsx","Carousel3DSection.jsx",".jsx","2498","366b50abd6296461a991ffcfab9faa066e084770037b370189cd70d480625504","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Dashboard","não identificado","Dashboard","Metas, progresso e desempenho semanal.","0","0","0","0","1","","não identificada","requer revisão humana","baixa","sem metadados suficientes; sem evidência","","não identificada","","false","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/DashboardPreview.jsx","DashboardPreview.jsx",".jsx","5628","3c92dccc90bb9eef626bfc3895990129c41f0e51e2b2077ccb79407d939ae657","src","JSX","preview","preview/relatório de importação","não identificado","não identificado","não identificado","não identificada","2026","Direito Constitucional","DashboardPreview","não identificado","DashboardPreview","","0","0","0","0","4","","2026","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/components/DashboardPreview.jsx","src/components/DashboardPreview.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/FAQ.jsx","FAQ.jsx",".jsx","2050","800d4a072c379c96573f3cad0d9908da9749853b3a3a9fc90ff0694f7f7a2204","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Redação","FAQ","não identificado","FAQ","","0","0","0","0","4","","não identificada","requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo","","não identificada","","false","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/FeaturesGrid.jsx","FeaturesGrid.jsx",".jsx","2275","d9036e2faac09ae921d69fbb43330900d97e8acc284805a828ed6e598631bab4","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","TAF","Cronograma inteligente","não identificado","Cronograma inteligente","","0","0","0","0","2","","não identificada","requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo","","não identificada","","false","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/FlashcardsFlipStack.jsx","FlashcardsFlipStack.jsx",".jsx","5466","1a01ccc4d344572c55ab4f8f1420116d02b090b57d41b618e544fd62400dd575","src","JSX","flashcard","flashcards internos","não identificado","não identificado","não identificado","não identificada","","Flashcards","Português","não identificado","FlashcardsFlipStack","","0","0","16","0","0","","não identificada","disponível ao aluno; requer revisão humana","alta","sem metadados suficientes; metadados/título/nome; referenciado por src/pages/Home.jsx","src/pages/Home.jsx","Flashcards","flashcard_decks; flashcards","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/Footer.jsx","Footer.jsx",".jsx","1187","b995030f0accfd62b62b71f76ac399f0f4699ccea1c33bdf85b820df0b387396","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","2026","TAF","Footer","não identificado","Footer","","0","0","0","0","0","","2026","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/components/Footer.jsx, src/components/SplashScreen/SplashScreen.css, src/components/ui/card.jsx","src/components/Footer.jsx; src/components/SplashScreen/SplashScreen.css; src/components/ui/card.jsx; src/components/ui/dialog.jsx; src/pages/Home.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/Hero.jsx","Hero.jsx",".jsx","9826","002043a579fc88ac4e8080f3c73381dd1ad1ccee9c323523c39e96a560b8118b","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","Direito Constitucional","Meta semanal concluída","não identificado","Meta semanal concluída","","0","0","0","0","2","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; palavras-chave no conteúdo; referenciado por src/components/Hero.jsx, src/components/landing/HeroVideoSection.jsx, src/index.css","src/components/Hero.jsx; src/components/landing/HeroVideoSection.jsx; src/pages/Home.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/HeroVideoSection.jsx","HeroVideoSection.jsx",".jsx","748","44fbe1d6bbac2933349ef053f9d2750d46e46a95bd3aa7898259673584ada525","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","HeroVideoSection","não identificado","HeroVideoSection","","0","0","0","0","0","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/pages/Home.jsx","src/pages/Home.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"src/components/landing/HowItWorks.jsx","HowItWorks.jsx",".jsx","1666","8d2387db57de16df439416b10333d5d248e206880ed816d340a0ef31ec2a190f","src","JSX","arquivo de desenvolvimento","código-fonte","não identificado","não identificado","não identificado","não identificada","","não identificado","Escolha seu concurso","não identificado","Escolha seu concurso","","0","0","0","0","1","","não identificada","conectado à plataforma; requer revisão humana","baixa","sem metadados suficientes; sem evidência; referenciado por src/components/HowItWorks.jsx","src/components/HowItWorks.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
