"path","fileClass","contentType","isPedagogicalContent","extractionStatus","objectiveCanonical","institution","contestCanonical","position","banca","year","disciplineCanonical","subjectCanonical","interfaceConnection","hash","size","classificationConfidence","classificationEvidence"
"src/data/apostilas/direito-constitucional-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Constitucional","base do sistema constitucional","direct-ui-connection","68226b663acf70a8398ff28b326a99c5d37cad76929054e21fae24e6c26eb0bd","132905","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-constitucional.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","Direito Constitucional","Teoria constitucional","direct-ui-connection","181dc33928da76e5cee58f2202bb31174a3516a53e0a5b96eb0ce91bc76ba9e3","489569","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/direito-consumidor-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito do Consumidor","Relação de consumo e vulnerabilidade","direct-ui-connection","fcd7150151771d4931b26a25379ef39678a9e490aacc8378617e2a8095a152bb","147724","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-consumidor.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito do Consumidor","Elementos da rela[caractere ilegivel][caractere ilegivel]o de consumo","direct-ui-connection","23c55f323976dc26186f9afe05be43269e770d9f9b9109938f8ca9ca155ff5f8","304598","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-digital-lgpd-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Digital/LGPD","Fundamentos do Direito Digital","direct-ui-connection","40f42aa3f7f091ddbc89383ecde05258fe2999fba35404d953cf59c247b23a42","144539","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-digital-lgpd-crimes-ciberneticos.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","Tribunais","","","","","2026","Direito Penal","No[caractere ilegivel][caractere ilegivel]es iniciais de Direito Digital","direct-ui-connection","edae1e8c8dd5d17917e99a783c80212432b29f58cf1a4cb7c5080a0d3c60e4a3","275724","alta","pedagogical-content; apostila/módulo; termos de tribunais; diretório/estrutura"
"src/data/apostilas/direito-eleitoral-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","1990","Direito Eleitoral","Direitos políticos e alistamento","direct-ui-connection","57eb2e9495907b7ea538fab9ff381f6ea85401466eb84e534f09f2bc801860a8","145388","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-eleitoral.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","Tribunais","","","","","2026","Direito Eleitoral","Direitos pol[caractere ilegivel]ticos, soberania popular, alistamento e voto","direct-ui-connection","f8135c89f0d31b38f95064a475c66702e2a678960b4f585be36376259d826d40","267680","alta","pedagogical-content; apostila/módulo; termos de tribunais; diretório/estrutura"
"src/data/apostilas/direito-empresarial-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Empresarial","Empresa, empresário e estabelecimento","direct-ui-connection","ea32f32ccd27c8efdc9695b46b00e075448ddec3a6ca2db44b09fb146b0dd367","146767","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-empresarial.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Empresarial","Empres[caractere ilegivel]rio e empresa","direct-ui-connection","51fa2136e830a363c402ad6aa5e0f81b6b486836ca648876d84850f83d0798d8","305234","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-financeiro-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Financeiro","Atividade financeira do Estado","direct-ui-connection","ba6166179e46ff4425e574eae3cb353989249a00b7e6135fb23bbad4aa327c3b","142820","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-financeiro.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Financeiro","Direito Financeiro: conceito, objeto, fontes e autonomia","direct-ui-connection","7795a8ad3bf18f3af05920d3f4a2a3babe767b0aefcdd68e1b4aaa0b0c578e5d","286147","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-internacional-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Internacional","Fontes do Direito Internacional","direct-ui-connection","c5d694f1e64c842c921c31d2f236ee8334e949344cef7293c4b22af7d7092069","149113","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-internacional.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","Tribunais","","","","","2026","Direito Internacional","Fontes, sujeitos e princ[caractere ilegivel]pios do Direito Internacional P[caractere ilegivel]blico","direct-ui-connection","0440f5567a95b9591c6abb5c8772097d348c5d02e08cbf2e0ee76fe065ad71bd","261720","alta","pedagogical-content; apostila/módulo; termos de tribunais; diretório/estrutura"
"src/data/apostilas/direito-penal-militar-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","Corpo de Bombeiros","","","","","2026","Direito Penal Militar","hierarquia, disciplina, regularidade das institui[caractere ilegivel][caractere ilegivel]es militares e prote[caractere ilegivel][caractere ilegivel]o do servi[caractere ilegivel]o","direct-ui-connection","b639c4122fdf25483be172f9bb90f9a52b2c9cc351f036a8a75f4fd0c049581f","158342","alta","pedagogical-content; apostila/módulo; sigla/instituição CBM; diretório/estrutura"
"src/data/apostilas/direito-penal-militar.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","Direito Penal Militar","Conceito de crime militar","direct-ui-connection","ed811f01dc4ea91bc331501234b33f75ea60719f9c79fefe0e464f1e01ecc853","508446","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/direito-penal-parte-especial-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Penal","vida humana como bem jur[caractere ilegivel]dico, diferen[caractere ilegivel]a entre matar, induzir, auxiliar e criar situa[caractere ilegivel][caractere ilegivel]o de risco extremo","direct-ui-connection","fa824683da2892d063e9faa8b27e40610e5597783e41b55f5b048ff78255b880","167876","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-penal-parte-geral-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Penal","limites do poder punitivo","direct-ui-connection","69fce4d54011e256e61fa8143162e386c76694f2e54df0bc3b0f880d7b8bbc3f","123047","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-penal-parte-geral.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","Direito Penal","Princ[caractere ilegivel]pios penais","direct-ui-connection","75d1d4df2660ccaa47d62a0dab3d35a2e539d636dee7a3c1945f0c82441a4526","481228","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/direito-previdenciario-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Previdenciário","Seguridade Social e Previdência","direct-ui-connection","4a8bbf4c5aaa6639ea5b9e12c48a3d6c90fe1527fb83def5a479445ace018654","146239","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-previdenciario.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Previdenciário","Seguridade Social, Previdência Social e RGPS","direct-ui-connection","1dc8417edf406d7f291ef3a4fa9b8c693cf90948e3e5ae96bc5002b0bda05385","275055","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-processual-civil-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Processual Civil","Princ[caractere ilegivel]pios processuais, acesso [caractere ilegivel] justi[caractere ilegivel]a e coopera[caractere ilegivel][caractere ilegivel]o","direct-ui-connection","8fddca330c0f053c7f5393c2ac22247729df888e3aedb4325976b92d52504d5e","155304","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-processual-civil.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","","","2026","Direito Processual Civil","Princ[caractere ilegivel]pios processuais civis","direct-ui-connection","e9983ce9bab68cef96eeaf5d8659402f2f7c43b1a6682e46f9bcbea326e16fac","493371","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/direito-processual-penal-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Processual Penal","procedimento investigativo, informatividade, sigilo, contraditório diferido e justa causa","direct-ui-connection","b3868d80f8bbd7b993f423c46841e08636a23bbe1c5fe85ad1a8b8bd3b0f2022","159509","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-processual-penal-militar-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","Corpo de Bombeiros","","","","","2026","Direito Processual Penal Militar","apura[caractere ilegivel][caractere ilegivel]o de crime militar, documenta[caractere ilegivel][caractere ilegivel]o, preserva[caractere ilegivel][caractere ilegivel]o de prova e relat[caractere ilegivel]rio","direct-ui-connection","b2bd2a99b137f6bdf35a0e2d48a0c1f62a4a86b9be940d1cb1f95673eb3d5b25","158101","alta","pedagogical-content; apostila/módulo; sigla/instituição CBM; diretório/estrutura"
"src/data/apostilas/direito-processual-penal-militar.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","Direito Processual Penal Militar","Inqu[caractere ilegivel]rito Policial Militar","direct-ui-connection","da1a5d1dc873c9c99fadd42baac50bc66a33034c9433f85357795c949dc4e023","504311","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/direito-processual-penal.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","Direito Processual Penal","Princ[caractere ilegivel]pios processuais","direct-ui-connection","df7d7807848f38400056a06eee971f30e6006c41def8959c519b57fcf8c6e00b","488335","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/direito-processual-trabalho-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","","Compet[caractere ilegivel]ncia da Justi[caractere ilegivel]a do Trabalho","direct-ui-connection","6ffa2733bb35ddc324a4f99d1bf3bd0eb18ca1400b4fd1f678ddc5a29802181d","152959","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; sem disciplina confiável"
"src/data/apostilas/direito-processual-trabalho.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","","Princ[caractere ilegivel]pios processuais trabalhistas","direct-ui-connection","8ef6563396cdcc3be99a2acc6e3fd6a8ca26f41cd218ccbaa0e1a03092c9932a","275803","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; sem disciplina confiável"
"src/data/apostilas/direito-trabalho-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito do Trabalho","Relação de emprego e trabalho autônomo","direct-ui-connection","2f22421166d8fb5919c91a3a3773037170f6b01a4dbce725bc8a1951c35013f8","155852","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-trabalho.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito do Trabalho","Princ[caractere ilegivel]pios trabalhistas","direct-ui-connection","52d0b79a9fe1cb9a045165bdfa050c30870362b4c17a494db24d52d3a668e8dd","269331","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-tributario-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direito Tributário","Sistema tribut[caractere ilegivel]rio e esp[caractere ilegivel]cies tribut[caractere ilegivel]rias","direct-ui-connection","4ff7b24f7bb5b2f6eaa68be736ec4ca76aa54f5b4e1a709d5a0e83e400480e09","151651","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direito-tributario.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","Tribunais","","","","","2026","Direito Tributário","Sistema Tribut[caractere ilegivel]rio Nacional e conceito de tributo","direct-ui-connection","bdcd6d1fd082b1aa9e66633a28363c073ce02f78e74d96659c79b1f840f50d9b","293161","alta","pedagogical-content; apostila/módulo; termos de tribunais; diretório/estrutura"
"src/data/apostilas/direitos-humanos-atividade-policial-casos-praticos.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","PRF","PRF","","","","2026","Direitos Humanos","abordagem leg[caractere ilegivel]tima precisa de base objetiva, urbanidade, busca limitada e registro quando necess[caractere ilegivel]rio","direct-ui-connection","b42e3ca794ee9845aa3e5788698cb6b5caeea3762ba76c7a60d7cfe3285d9caf","179602","alta","pedagogical-content; apostila/módulo; sigla PRF; diretório/estrutura"
"src/data/apostilas/direitos-humanos-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","Direitos Humanos","fundamentos dos direitos humanos","direct-ui-connection","dde56e2f3e6c93a33eb57cbfd462355c6a721ed473ac846ac05e5213945dec89","136247","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; diretório/estrutura"
"src/data/apostilas/direitos-humanos.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","Direitos Humanos","Teoria geral dos direitos humanos","direct-ui-connection","bb20aad712d963ac6fda023eb7f37ef20fb5940319fa214db714461950dd9e4e","501737","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/eca-avancado.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","","Proteção integral e prioridade absoluta","direct-ui-connection","a8f40c0bfd18e3cc41325271c64413e2b779cfb0cd3c7d1a9a0ca887fc554872","140801","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; sem disciplina confiável"
"src/data/apostilas/eca.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","","Princ[caractere ilegivel]pios estruturantes do ECA","direct-ui-connection","6e17203bc120961b87684c844bafd5754de43189598e5a17f401e354933539ba","223722","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; sem disciplina confiável"
"src/data/apostilas/etica-profissional-oab.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","","Regras deontol[caractere ilegivel]gicas fundamentais","direct-ui-connection","285850b1d42c5fe4edf29e0dcdef60cc6e997c8778b2cdc06292bd92e454a2a0","300646","alta","pedagogical-content; apostila/módulo; diretório/metadado OAB; sem disciplina confiável"
"src/data/apostilas/etica.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","Soldado","","2026","","Teoria da [caractere ilegivel]tica","direct-ui-connection","8e10abbb7b7bf4f2446890900deb789b1a4cb250433df5e50fa6607b0fcf8e29","499035","alta","pedagogical-content; apostila/módulo; sem evidência confiável; sem disciplina confiável"
"src/data/apostilas/filosofia-direito.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","","","","","","2026","Filosofia","Conceito de Filosofia do Direito, dogm[caractere ilegivel]tica jur[caractere ilegivel]dica e pensamento cr[caractere ilegivel]tico","direct-ui-connection","027896412b4353b1f2d4a8bc17e3ccce0efb94f3c9259929b40538e4a46f163e","245446","alta","pedagogical-content; apostila/módulo; sem evidência confiável; diretório/estrutura"
"src/data/apostilas/filosofia-enem.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","ENEM","INEP","","","","2026","Filosofia","Origem da filosofia e passagem do mito ao logos","direct-ui-connection","9887cd1f3b2d54162795142997624c72e8d811746f1c9453e13d0fd71c3f4896","177381","alta","pedagogical-content; apostila/módulo; diretório/metadado ENEM; diretório/estrutura"
"src/data/apostilas/fisica-enem.js","pedagogical-content","apostila/módulo","true","leitura bem-sucedida","ENEM","INEP","","","","2026","Física","Cinem[caractere ilegivel]tica, gr[caractere ilegivel]ficos e movimento","direct-ui-connection","701112ad462c5abee1a665ee1180336dfdd898ad8725bb9ce44b8a7bab40b6c6","171971","alta","pedagogical-content; apostila/módulo; diretório/metadado ENEM; diretório/estrutura"
"src/data/apostilas/flashcards-premium-disciplina.js","pedagogical-content","flashcards","true","leitura bem-sucedida","OAB","OAB/FGV","","","","2026","","Como criar flashcards que ensinam","direct-ui-connection","23df97a06d5c317b8517c070d05a7bfeb058070965f19d46ac4b150cb826ad18","213422","alta","pedagogical-content; flashcards; diretório/metadado OAB; sem disciplina confiável"
